INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
INFO:root:1.0845108710552966e-20, -1.8727123898286695e-20, 0.19499914010580868, 9.060154976978848e-20, 2.7499284651939934e-20, -4.3881174799761676e-21, 436.0, 436.0, -436.0, -436.0
